Bait	PreyGene	#Rep	#Pep	AvgP	BFDR
ACTB	TCF12	3	18	0.7751	0.0845
CTNNA1	TCF12	3	18	0.2495	0.3465
KRT8	TCF12	3	18	0.8637	0.0569
LMNA	TCF12	3	18	0.9553	0.0283
MAPRE3	TCF12	3	18	0.5784	0.1650
ACTB	TCF20	3	43	0.3015	0.3163
KRT8	TCF20	3	43	0.4285	0.2387
LMNA	TCF20	3	43	0.9747	0.0153
MAPRE3	TCF20	3	43	0.4067	0.2513
KRT8	TCF25	3	1	0.2929	0.3218
LMNA	TCF3	3	4	0.8884	0.0497
CTNNA1	TCF7L2	3	2	0.0751	0.4706
LMNA	TCF7L2	3	2	0.5673	0.1693
KRT8	TCHP	3	5	0.9980	0.0001
ACTB	TCN1	3	4	0.3333	0.2872
ACTB	TCOF1	3	28	0.3631	0.2736
CTNNA1	TCOF1	3	28	0.0383	0.4984
KRT8	TCOF1	3	28	0.1568	0.4083
LMNA	TCOF1	3	28	0.5906	0.1594
MAPRE3	TCOF1	3	28	0.2069	0.3735
ACTB	TCP1	3	20	0.9293	0.0375
CTNNA1	TCP1	3	20	0.4844	0.2103
KRT8	TCP1	3	20	0.9466	0.0319
LMNA	TCP1	3	20	0.9180	0.0406
MAPRE3	TCP1	3	20	0.5404	0.1811
ACTB	TCP11L1	3	7	0.3629	0.2738
KRT8	TCP11L1	3	7	0.6922	0.1132
MAPRE3	TCP11L1	3	7	0.0150	0.5158
LMNA	TDP1	3	1	0.6665	0.1256
ACTB	TDP2	3	7	0.7437	0.0949
CTNNA1	TDP2	3	7	0.2724	0.3336
KRT8	TDP2	3	7	0.8118	0.0727
LMNA	TDP2	3	7	0.8945	0.0476
MAPRE3	TDP2	3	7	0.4400	0.2331
ACTB	TDRD3	3	13	0.6272	0.1424
KRT8	TDRD3	3	13	0.8330	0.0663
MAPRE3	TDRD3	3	13	0.9286	0.0377
ACTB	TDRD7	3	5	0.5367	0.1834
KRT8	TDRD7	3	5	0.6439	0.1349
LMNA	TDRD7	3	5	0.1932	0.3822
MAPRE3	TDRD7	3	5	0.3726	0.2685
ACTB	TDRD9	3	11	0.6071	0.1516
CTNNA1	TDRD9	3	11	0.0430	0.4946
KRT8	TDRD9	3	11	0.8945	0.0476
LMNA	TDRD9	3	11	0.1484	0.4141
MAPRE3	TDRD9	3	11	0.1749	0.3938
LMNA	TEAD1	3	1	0.3333	0.2872
ACTB	TECPR2	3	4	0.4537	0.2257
CTNNA1	TECPR2	3	4	0.0099	0.5200
KRT8	TECPR2	3	4	0.4491	0.2280
LMNA	TECPR2	3	4	0.1235	0.4306
MAPRE3	TECPR2	3	4	0.0735	0.4719
ACTB	TECR	3	7	0.9370	0.0351
CTNNA1	TECR	3	7	0.5717	0.1676
KRT8	TECR	3	7	0.9755	0.0146
LMNA	TECR	3	7	0.9017	0.0457
MAPRE3	TECR	3	7	0.8346	0.0655
ACTB	TELO2	3	24	0.9676	0.0211
CTNNA1	TELO2	3	24	0.0808	0.4660
KRT8	TELO2	3	24	0.9800	0.0103
LMNA	TELO2	3	24	0.9667	0.0219
MAPRE3	TELO2	3	24	0.7397	0.0964
ACTB	TENM2	3	6	0.5999	0.1550
CTNNA1	TENM2	3	6	0.2253	0.3606
KRT8	TENM2	3	6	0.3731	0.2681
LMNA	TENM2	3	6	0.3242	0.3004
LMNA	TENT4A	3	1	0.0499	0.4897
ACTB	TENT5A	3	2	0.0046	0.5253
KRT8	TENT5A	3	2	0.2525	0.3448
LMNA	TENT5A	3	2	0.0887	0.4590
ACTB	TEP1	3	3	0.0851	0.4623
ACTB	TES	3	13	0.9571	0.0276
CTNNA1	TES	3	13	0.6802	0.1178
KRT8	TES	3	13	0.9053	0.0445
LMNA	TES	3	13	0.5584	0.1734
MAPRE3	TES	3	13	0.6129	0.1490
KRT8	TET1	3	1	0.0054	0.5244
LMNA	TET2	3	14	0.7456	0.0938
LMNA	TET3	3	3	0.0774	0.4688
ACTB	TEX10	3	16	0.3530	0.2781
KRT8	TEX10	3	16	0.5893	0.1601
LMNA	TEX10	3	16	0.8123	0.0724
MAPRE3	TEX10	3	16	0.0580	0.4837
ACTB	TEX2	3	12	0.7972	0.0778
CTNNA1	TEX2	3	12	0.1835	0.3890
KRT8	TEX2	3	12	0.9415	0.0337
LMNA	TEX2	3	12	0.1179	0.4343
MAPRE3	TEX2	3	12	0.4896	0.2074
LMNA	TEX264	3	8	0.9281	0.0379
KRT8	TEX9	3	3	0.1701	0.3974
MAPRE3	TEX9	3	3	0.1006	0.4497
ACTB	TFAM	3	4	0.1965	0.3802
CTNNA1	TFAM	3	4	0.1986	0.3790
KRT8	TFAM	3	4	0.1517	0.4120
LMNA	TFAM	3	4	0.1725	0.3955
LMNA	TFAP2A;TFAP2B	3	2	0.4943	0.2044
ACTB	TFAP4	3	6	0.1075	0.4428
KRT8	TFAP4	3	6	0.0511	0.4888
LMNA	TFAP4	3	6	0.7451	0.0940
MAPRE3	TFAP4	3	6	0.1080	0.4424
ACTB	TFB1M	3	3	0.2536	0.3442
CTNNA1	TFB1M	3	3	0.0345	0.5009
KRT8	TFB1M	3	3	0.5297	0.1865
LMNA	TFB1M	3	3	0.0178	0.5139
ACTB	TFB2M	3	5	0.6578	0.1289
CTNNA1	TFB2M	3	5	0.1707	0.3969
KRT8	TFB2M	3	5	0.9748	0.0152
LMNA	TFB2M	3	5	0.5066	0.1970
MAPRE3	TFB2M	3	5	0.3025	0.3157
ACTB	TFCP2	3	6	0.8454	0.0626
CTNNA1	TFCP2	3	6	0.2286	0.3589
KRT8	TFCP2	3	6	0.9180	0.0406
LMNA	TFCP2	3	6	0.4281	0.2390
MAPRE3	TFCP2	3	6	0.4085	0.2504
ACTB	TFDP1	3	5	0.1071	0.4432
KRT8	TFDP1	3	5	0.2044	0.3752
LMNA	TFDP1	3	5	0.3035	0.3146
MAPRE3	TFDP1	3	5	0.2803	0.3292
KRT8	TFDP3	3	1	0.6658	0.1264
ACTB	TFE3	3	1	0.3840	0.2624
KRT8	TFE3	3	1	0.7592	0.0897
LMNA	TFE3	3	1	0.0353	0.5004
MAPRE3	TFE3	3	1	0.0296	0.5046
ACTB	TFEB	3	6	0.7678	0.0871
CTNNA1	TFEB	3	6	0.0509	0.4891
KRT8	TFEB	3	6	0.8997	0.0463
LMNA	TFEB	3	6	0.4283	0.2388
MAPRE3	TFEB	3	6	0.2801	0.3292
ACTB	TFG	3	5	0.4263	0.2403
CTNNA1	TFG	3	5	0.0580	0.4837
KRT8	TFG	3	5	0.6353	0.1387
MAPRE3	TFG	3	5	0.3277	0.2982
ACTB	TFIP11	3	23	0.1789	0.3916
KRT8	TFIP11	3	23	0.7380	0.0969
LMNA	TFIP11	3	23	0.9523	0.0298
MAPRE3	TFIP11	3	23	0.0856	0.4617
ACTB	TFRC	3	9	0.5093	0.1959
CTNNA1	TFRC	3	9	0.0529	0.4872
KRT8	TFRC	3	9	0.6853	0.1161
LMNA	TFRC	3	9	0.5186	0.1914
MAPRE3	TFRC	3	9	0.0090	0.5209
ACTB	TGFB1I1	3	7	0.9149	0.0415
CTNNA1	TGFB1I1	3	7	0.6232	0.1441
KRT8	TGFB1I1	3	7	0.9496	0.0308
LMNA	TGFB1I1	3	7	0.4913	0.2063
MAPRE3	TGFB1I1	3	7	0.6790	0.1184
ACTB	TGFBI	3	8	0.9640	0.0236
CTNNA1	TGFBI	3	8	0.4738	0.2159
KRT8	TGFBI	3	8	0.8878	0.0498
LMNA	TGFBI	3	8	0.9527	0.0296
MAPRE3	TGFBI	3	8	0.7849	0.0817
ACTB	TGM1	3	6	0.4190	0.2445
CTNNA1	TGM1	3	6	0.0873	0.4604
KRT8	TGM1	3	6	0.1410	0.4193
LMNA	TGM1	3	6	0.2290	0.3586
MAPRE3	TGM1	3	6	0.0569	0.4845
ACTB	TGM2	3	11	0.8689	0.0554
CTNNA1	TGM2	3	11	0.1560	0.4089
KRT8	TGM2	3	11	0.9055	0.0444
LMNA	TGM2	3	11	0.1595	0.4062
MAPRE3	TGM2	3	11	0.4240	0.2417
ACTB	TGM3	3	7	0.6098	0.1504
CTNNA1	TGM3	3	7	0.0838	0.4633
LMNA	TGM3	3	7	0.2298	0.3580
MAPRE3	TGM3	3	7	0.0380	0.4987
ACTB	TGS1	3	14	0.6883	0.1148
CTNNA1	TGS1	3	14	0.0627	0.4800
KRT8	TGS1	3	14	0.9328	0.0363
LMNA	TGS1	3	14	0.8215	0.0699
MAPRE3	TGS1	3	14	0.4631	0.2209
ACTB	THADA	3	39	0.9497	0.0308
CTNNA1	THADA	3	39	0.0034	0.5265
KRT8	THADA	3	39	0.9421	0.0334
LMNA	THADA	3	39	0.0263	0.5071
MAPRE3	THADA	3	39	0.2398	0.3526
ACTB	THAP11	3	2	0.0144	0.5162
KRT8	THAP11	3	2	0.4656	0.2197
LMNA	THAP11	3	2	0.2011	0.3774
ACTB	THBS1	3	16	0.6816	0.1173
CTNNA1	THBS1	3	16	0.4293	0.2384
KRT8	THBS1	3	16	0.9833	0.0069
LMNA	THBS1	3	16	0.9168	0.0410
MAPRE3	THBS1	3	16	0.6671	0.1231
ACTB	THEM6	3	2	0.9500	0.0306
CTNNA1	THEM6	3	2	0.2494	0.3466
KRT8	THEM6	3	2	0.9679	0.0209
LMNA	THEM6	3	2	0.9754	0.0147
MAPRE3	THEM6	3	2	0.7989	0.0772
ACTB	THG1L	3	2	0.5075	0.1966
CTNNA1	THG1L	3	2	0.0004	0.5318
KRT8	THG1L	3	2	0.4832	0.2110
LMNA	THG1L	3	2	0.1695	0.3980
MAPRE3	THG1L	3	2	0.0193	0.5126
LMNA	THOC1	3	4	0.1466	0.4155
ACTB	THOC2	3	12	0.2831	0.3277
CTNNA1	THOC2	3	12	0.1282	0.4273
KRT8	THOC2	3	12	0.7368	0.0971
LMNA	THOC2	3	12	0.7111	0.1055
MAPRE3	THOC2	3	12	0.1773	0.3926
ACTB	THOC3	3	4	0.1604	0.4056
CTNNA1	THOC3	3	4	0.1899	0.3845
KRT8	THOC3	3	4	0.1850	0.3879
LMNA	THOC3	3	4	0.1639	0.4029
MAPRE3	THOC3	3	4	0.0391	0.4980
ACTB	THOC6	3	4	0.0955	0.4534
CTNNA1	THOC6	3	4	0.1932	0.3822
KRT8	THOC6	3	4	0.1238	0.4304
LMNA	THOC6	3	4	0.3161	0.3059
MAPRE3	THOC6	3	4	0.0947	0.4540
KRT8	THOC7	3	2	0.8333	0.0660
LMNA	THOC7	3	2	0.1667	0.3994
ACTB	THOP1	3	7	0.4694	0.2176
CTNNA1	THOP1	3	7	0.4306	0.2375
KRT8	THOP1	3	7	0.4317	0.2371
LMNA	THOP1	3	7	0.2770	0.3306
MAPRE3	THOP1	3	7	0.0425	0.4950
ACTB	THRAP3	3	24	0.9050	0.0446
CTNNA1	THRAP3	3	24	0.1382	0.4207
KRT8	THRAP3	3	24	0.5466	0.1781
LMNA	THRAP3	3	24	0.9690	0.0201
MAPRE3	THRAP3	3	24	0.9505	0.0305
LMNA	THUMPD1	3	1	0.0554	0.4855
ACTB	THUMPD3	3	6	0.8939	0.0479
CTNNA1	THUMPD3	3	6	0.5350	0.1839
KRT8	THUMPD3	3	6	0.8918	0.0485
LMNA	THUMPD3	3	6	0.3811	0.2640
MAPRE3	THUMPD3	3	6	0.5697	0.1683
ACTB	THYN1	3	2	0.1951	0.3810
CTNNA1	THYN1	3	2	0.0051	0.5248
LMNA	THYN1	3	2	0.0282	0.5056
ACTB	TIAL1	3	4	0.1114	0.4386
KRT8	TIAL1	3	4	0.3287	0.2977
LMNA	TIAL1	3	4	0.1094	0.4408
KRT8	TIAM2	3	2	0.1667	0.3994
LMNA	TIAM2	3	2	1.0000	0.0000
LMNA	TICRR	3	14	0.9211	0.0398
MAPRE3	TICRR	3	14	0.0318	0.5029
ACTB	TIGAR	3	2	0.4762	0.2145
CTNNA1	TIGAR	3	2	0.0372	0.4992
KRT8	TIGAR	3	2	0.7390	0.0966
LMNA	TIGAR	3	2	0.2521	0.3451
LMNA	TIMELESS	3	14	0.9494	0.0309
ACTB	TIMM23;TIMM23B	3	1	0.6476	0.1329
KRT8	TIMM23;TIMM23B	3	1	0.8807	0.0519
LMNA	TIMM23;TIMM23B	3	1	0.6414	0.1361
MAPRE3	TIMM23;TIMM23B	3	1	0.0853	0.4620
KRT8	TIMM29	3	1	0.9999	0.0000
LMNA	TIMM29	3	1	0.6643	0.1269
ACTB	TIMM44	3	10	0.8519	0.0603
CTNNA1	TIMM44	3	10	0.4941	0.2047
KRT8	TIMM44	3	10	0.9922	0.0017
LMNA	TIMM44	3	10	0.9754	0.0147
MAPRE3	TIMM44	3	10	0.2892	0.3241
ACTB	TIMM50	3	4	0.6681	0.1226
CTNNA1	TIMM50	3	4	0.3547	0.2772
KRT8	TIMM50	3	4	0.9556	0.0281
LMNA	TIMM50	3	4	0.6785	0.1187
MAPRE3	TIMM50	3	4	0.2107	0.3706
ACTB	TIPRL	3	9	0.8610	0.0576
CTNNA1	TIPRL	3	9	0.0852	0.4622
KRT8	TIPRL	3	9	0.8700	0.0551
LMNA	TIPRL	3	9	0.6130	0.1489
MAPRE3	TIPRL	3	9	0.4808	0.2122
ACTB	TJAP1	3	2	0.4022	0.2530
KRT8	TJAP1	3	2	0.3004	0.3170
ACTB	TJP1	3	75	0.9777	0.0124
CTNNA1	TJP1	3	75	0.8951	0.0475
KRT8	TJP1	3	75	0.9663	0.0222
LMNA	TJP1	3	75	0.6527	0.1306
MAPRE3	TJP1	3	75	0.9337	0.0361
ACTB	TJP2	3	29	0.9815	0.0088
CTNNA1	TJP2	3	29	0.2730	0.3330
KRT8	TJP2	3	29	0.9584	0.0269
LMNA	TJP2	3	29	0.0775	0.4686
MAPRE3	TJP2	3	29	0.5489	0.1774
ACTB	TK1	3	5	0.9506	0.0304
CTNNA1	TK1	3	5	0.2539	0.3440
KRT8	TK1	3	5	0.9506	0.0304
LMNA	TK1	3	5	0.8082	0.0742
MAPRE3	TK1	3	5	0.8260	0.0683
ACTB	TKT	3	20	0.9394	0.0343
CTNNA1	TKT	3	20	0.5106	0.1956
KRT8	TKT	3	20	0.9481	0.0315
LMNA	TKT	3	20	0.9456	0.0323
MAPRE3	TKT	3	20	0.7750	0.0846
ACTB	TLCD1	3	1	0.0178	0.5139
KRT8	TLCD1	3	1	0.5369	0.1833
LMNA	TLCD1	3	1	0.0945	0.4543
ACTB	TLE3	3	4	0.2136	0.3685
KRT8	TLE3	3	4	0.2321	0.3566
LMNA	TLE3	3	4	0.7822	0.0828
KRT8	TLK1	3	5	0.0453	0.4928
LMNA	TLK1	3	5	0.6296	0.1413
ACTB	TLK2	3	8	0.2591	0.3409
CTNNA1	TLK2	3	8	0.0622	0.4804
KRT8	TLK2	3	8	0.2219	0.3628
LMNA	TLK2	3	8	0.8503	0.0609
MAPRE3	TLK2	3	8	0.1953	0.3809
ACTB	TLN1	3	101	0.9749	0.0151
CTNNA1	TLN1	3	101	0.9286	0.0377
KRT8	TLN1	3	101	0.9725	0.0175
LMNA	TLN1	3	101	0.9131	0.0421
MAPRE3	TLN1	3	101	0.9536	0.0291
ACTB	TLN2	3	62	0.9788	0.0113
CTNNA1	TLN2	3	62	0.2194	0.3644
KRT8	TLN2	3	62	0.9417	0.0336
LMNA	TLN2	3	62	0.0193	0.5126
MAPRE3	TLN2	3	62	0.2046	0.3752
ACTB	TM9SF3	3	2	0.0615	0.4808
KRT8	TM9SF3	3	2	0.1854	0.3876
LMNA	TM9SF3	3	2	0.3050	0.3140
ACTB	TMA16	3	3	0.0984	0.4515
KRT8	TMA16	3	3	0.9595	0.0264
LMNA	TMA16	3	3	0.2022	0.3766
LMNA	TMC7	3	1	0.6667	0.1232
KRT8	TMCO4	3	1	0.0141	0.5164
LMNA	TMCO4	3	1	0.0179	0.5137
ACTB	TMED8	3	2	0.1639	0.4029
KRT8	TMED8	3	2	0.3263	0.2989
LMNA	TMED8	3	2	0.0858	0.4616
MAPRE3	TMED8	3	2	0.1552	0.4096
ACTB	TMEM11	3	2	0.3027	0.3155
CTNNA1	TMEM11	3	2	0.1574	0.4079
KRT8	TMEM11	3	2	0.6288	0.1415
LMNA	TMEM11	3	2	0.4007	0.2537
MAPRE3	TMEM11	3	2	0.2190	0.3647
ACTB	TMEM126A	3	1	0.0187	0.5132
LMNA	TMEM126A	3	1	0.0037	0.5261
ACTB	TMEM131	3	23	0.5177	0.1918
CTNNA1	TMEM131	3	23	0.0666	0.4769
KRT8	TMEM131	3	23	0.6083	0.1510
LMNA	TMEM131	3	23	0.2386	0.3532
MAPRE3	TMEM131	3	23	0.9712	0.0186
KRT8	TMEM131L	3	3	0.3125	0.3089
LMNA	TMEM131L	3	3	0.5640	0.1707
ACTB	TMEM132A	3	3	0.3183	0.3043
CTNNA1	TMEM132A	3	3	0.0096	0.5204
KRT8	TMEM132A	3	3	0.0029	0.5270
LMNA	TMEM132A	3	3	0.0019	0.5285
ACTB	TMEM165	3	6	0.7686	0.0867
KRT8	TMEM165	3	6	0.9644	0.0234
LMNA	TMEM165	3	6	0.7974	0.0778
MAPRE3	TMEM165	3	6	0.2753	0.3316
KRT8	TMEM201	3	10	0.0414	0.4959
LMNA	TMEM201	3	10	0.9904	0.0023
ACTB	TMEM209	3	10	0.0831	0.4642
KRT8	TMEM209	3	10	0.4270	0.2399
LMNA	TMEM209	3	10	0.9904	0.0023
KRT8	TMEM214	3	10	0.0498	0.4898
LMNA	TMEM214	3	10	0.7487	0.0926
ACTB	TMEM223	3	2	0.1194	0.4334
CTNNA1	TMEM223	3	2	0.1218	0.4318
KRT8	TMEM223	3	2	0.3027	0.3155
LMNA	TMEM223	3	2	0.6231	0.1442
MAPRE3	TMEM223	3	2	0.0453	0.4928
ACTB	TMEM263	3	2	0.1602	0.4058
KRT8	TMEM263	3	2	0.1533	0.4110
LMNA	TMEM263	3	2	0.0553	0.4856
MAPRE3	TMEM263	3	2	0.0004	0.5318
ACTB	TMEM33	3	5	0.9093	0.0432
CTNNA1	TMEM33	3	5	0.5555	0.1744
KRT8	TMEM33	3	5	0.9731	0.0168
LMNA	TMEM33	3	5	0.8955	0.0474
MAPRE3	TMEM33	3	5	0.7755	0.0843
LMNA	TMEM38B	3	1	1.0000	0.0000
KRT8	TMEM39A	3	1	0.0063	0.5236
LMNA	TMEM53	3	1	0.6666	0.1246
ACTB	TMF1	3	36	0.9647	0.0232
CTNNA1	TMF1	3	36	0.2944	0.3208
KRT8	TMF1	3	36	0.9572	0.0275
LMNA	TMF1	3	36	0.0145	0.5161
MAPRE3	TMF1	3	36	0.4043	0.2520
ACTB	TMLHE	3	3	0.0967	0.4526
CTNNA1	TMLHE	3	3	0.0409	0.4964
KRT8	TMLHE	3	3	0.5348	0.1840
LMNA	TMLHE	3	3	0.1442	0.4171
ACTB	TMOD1	3	5	1.0000	0.0000
ACTB	TMOD3	3	24	0.9768	0.0133
CTNNA1	TMOD3	3	24	0.6155	0.1475
KRT8	TMOD3	3	24	0.9544	0.0288
LMNA	TMOD3	3	24	0.6499	0.1318
MAPRE3	TMOD3	3	24	0.8388	0.0642
ACTB	TMPO	3	44	0.6814	0.1174
CTNNA1	TMPO	3	44	0.2803	0.3292
KRT8	TMPO	3	44	0.6459	0.1340
LMNA	TMPO	3	44	0.9930	0.0013
MAPRE3	TMPO	3	44	0.4267	0.2401
ACTB	TMTC3	3	3	0.4604	0.2222
KRT8	TMTC3	3	3	0.5606	0.1723
LMNA	TMTC3	3	3	0.0255	0.5076
ACTB	TMX1	3	4	0.1702	0.3972
CTNNA1	TMX1	3	4	0.0936	0.4550
KRT8	TMX1	3	4	0.2457	0.3489
LMNA	TMX1	3	4	0.6655	0.1266
MAPRE3	TMX1	3	4	0.1248	0.4297
KRT8	TMX2	3	2	0.0002	0.5326
LMNA	TMX2	3	2	0.1231	0.4309
ACTB	TMX3	3	2	0.1667	0.3994
LMNA	TMX3	3	2	0.6667	0.1232
ACTB	TNFAIP2	3	2	0.3449	0.2824
KRT8	TNFAIP2	3	2	0.7819	0.0829
LMNA	TNFAIP2	3	2	0.5815	0.1634
MAPRE3	TNFAIP2	3	2	0.1085	0.4417
ACTB	TNFAIP3	3	5	0.1324	0.4245
KRT8	TNFAIP3	3	5	0.8339	0.0658
LMNA	TNFAIP3	3	5	0.6169	0.1468
MAPRE3	TNFAIP3	3	5	0.0014	0.5295
ACTB	TNIP1	3	7	0.4021	0.2530
CTNNA1	TNIP1	3	7	0.0608	0.4814
KRT8	TNIP1	3	7	0.6941	0.1124
MAPRE3	TNIP1	3	7	0.2554	0.3430
ACTB	TNK1	3	24	0.9838	0.0065
CTNNA1	TNK1	3	24	0.6415	0.1361
KRT8	TNK1	3	24	0.9874	0.0042
LMNA	TNK1	3	24	0.9726	0.0174
MAPRE3	TNK1	3	24	0.9786	0.0115
ACTB	TNK2	3	3	0.1529	0.4113
KRT8	TNK2	3	3	0.5660	0.1700
ACTB	TNKS	3	3	0.1104	0.4399
KRT8	TNKS	3	3	0.0060	0.5239
LMNA	TNKS	3	3	0.0006	0.5311
MAPRE3	TNKS	3	3	0.0001	0.5332
ACTB	TNKS1BP1	3	64	0.9721	0.0178
CTNNA1	TNKS1BP1	3	64	0.8298	0.0674
KRT8	TNKS1BP1	3	64	0.9581	0.0271
LMNA	TNKS1BP1	3	64	0.4575	0.2240
MAPRE3	TNKS1BP1	3	64	0.8944	0.0477
ACTB	TNPO1	3	36	0.9164	0.0411
CTNNA1	TNPO1	3	36	0.5527	0.1760
KRT8	TNPO1	3	36	0.9959	0.0005
LMNA	TNPO1	3	36	0.5251	0.1885
MAPRE3	TNPO1	3	36	0.6891	0.1144
ACTB	TNPO2	3	19	0.3345	0.2865
KRT8	TNPO2	3	19	0.9953	0.0006
LMNA	TNPO2	3	19	0.0215	0.5105
ACTB	TNPO3	3	13	0.4620	0.2214
CTNNA1	TNPO3	3	13	0.0604	0.4818
KRT8	TNPO3	3	13	0.9711	0.0186
LMNA	TNPO3	3	13	0.5421	0.1803
MAPRE3	TNPO3	3	13	0.2238	0.3614
KRT8	TNRC18	3	11	0.1010	0.4494
LMNA	TNRC18	3	11	0.3791	0.2652
ACTB	TNRC6A	3	39	0.9096	0.0431
CTNNA1	TNRC6A	3	39	0.2505	0.3458
KRT8	TNRC6A	3	39	0.9798	0.0104
LMNA	TNRC6A	3	39	0.0853	0.4620
MAPRE3	TNRC6A	3	39	0.6569	0.1290
ACTB	TNRC6B	3	38	0.9490	0.0310
CTNNA1	TNRC6B	3	38	0.4123	0.2480
KRT8	TNRC6B	3	38	0.9722	0.0177
LMNA	TNRC6B	3	38	0.2464	0.3484
MAPRE3	TNRC6B	3	38	0.8839	0.0510
ACTB	TNS1	3	2	0.3374	0.2855
KRT8	TNS1	3	2	0.1259	0.4290
ACTB	TNS2	3	4	0.0042	0.5257
KRT8	TNS2	3	4	0.4161	0.2462
LMNA	TNS2	3	4	0.0010	0.5304
MAPRE3	TNS2	3	4	0.0051	0.5248
ACTB	TNS3	3	34	0.9533	0.0293
CTNNA1	TNS3	3	34	0.6152	0.1476
KRT8	TNS3	3	34	0.9603	0.0259
LMNA	TNS3	3	34	0.4234	0.2420
MAPRE3	TNS3	3	34	0.7248	0.1011
ACTB	TNS4	3	7	0.5142	0.1939
CTNNA1	TNS4	3	7	0.0354	0.5004
KRT8	TNS4	3	7	0.9413	0.0337
LMNA	TNS4	3	7	0.0484	0.4907
MAPRE3	TNS4	3	7	0.2065	0.3738
ACTB	TOB1	3	1	0.1726	0.3955
KRT8	TOB1	3	1	0.4956	0.2038
MAPRE3	TOB1	3	1	0.0020	0.5283
ACTB	TOB2	3	3	0.1209	0.4324
KRT8	TOB2	3	3	0.3141	0.3077
ACTB	TOE1	3	6	0.5893	0.1601
CTNNA1	TOE1	3	6	0.2233	0.3617
KRT8	TOE1	3	6	0.8005	0.0765
LMNA	TOE1	3	6	0.9022	0.0455
MAPRE3	TOE1	3	6	0.3199	0.3032
ACTB	TOM1	3	3	0.3253	0.2997
KRT8	TOM1	3	3	0.4660	0.2192
LMNA	TOM1	3	3	0.0990	0.4512
ACTB	TOM1L1	3	5	0.4586	0.2231
KRT8	TOM1L1	3	5	0.7273	0.1004
LMNA	TOM1L1	3	5	0.2306	0.3575
MAPRE3	TOM1L1	3	5	0.0814	0.4656
ACTB	TOMM20	3	2	0.1719	0.3959
KRT8	TOMM20	3	2	0.1634	0.4035
ACTB	TOMM34	3	6	0.7906	0.0798
CTNNA1	TOMM34	3	6	0.0711	0.4736
KRT8	TOMM34	3	6	0.9432	0.0331
LMNA	TOMM34	3	6	0.7609	0.0893
MAPRE3	TOMM34	3	6	0.2525	0.3448
ACTB	TOMM40	3	7	0.6541	0.1300
CTNNA1	TOMM40	3	7	0.3581	0.2761
KRT8	TOMM40	3	7	0.7790	0.0835
LMNA	TOMM40	3	7	0.8100	0.0736
MAPRE3	TOMM40	3	7	0.3522	0.2786
ACTB	TOMM70	3	4	0.3255	0.2995
CTNNA1	TOMM70	3	4	0.0866	0.4609
KRT8	TOMM70	3	4	0.0991	0.4510
LMNA	TOMM70	3	4	0.1421	0.4183
MAPRE3	TOMM70	3	4	0.0747	0.4709
KRT8	TONSL	3	11	0.1053	0.4453
LMNA	TONSL	3	11	0.9798	0.0104
MAPRE3	TONSL	3	11	0.0368	0.4994
ACTB	TOP1	3	5	0.5289	0.1869
CTNNA1	TOP1	3	5	0.0573	0.4843
KRT8	TOP1	3	5	0.2745	0.3322
LMNA	TOP1	3	5	0.9073	0.0438
MAPRE3	TOP1	3	5	0.1931	0.3824
ACTB	TOP2A	3	46	0.8606	0.0578
CTNNA1	TOP2A	3	46	0.2732	0.3329
KRT8	TOP2A	3	46	0.9507	0.0304
LMNA	TOP2A	3	46	0.9547	0.0286
MAPRE3	TOP2A	3	46	0.6240	0.1439
ACTB	TOP2B	3	32	0.4933	0.2052
CTNNA1	TOP2B	3	32	0.1523	0.4116
KRT8	TOP2B	3	32	0.7569	0.0904
LMNA	TOP2B	3	32	0.9102	0.0429
MAPRE3	TOP2B	3	32	0.3254	0.2997
KRT8	TOP3A	3	6	0.1111	0.4387
LMNA	TOP3A	3	6	0.9998	0.0000
ACTB	TOP3B	3	14	0.9618	0.0250
CTNNA1	TOP3B	3	14	0.2355	0.3547
KRT8	TOP3B	3	14	0.9547	0.0286
LMNA	TOP3B	3	14	0.2834	0.3276
MAPRE3	TOP3B	3	14	0.9742	0.0157
ACTB	TOPBP1	3	28	0.1121	0.4383
KRT8	TOPBP1	3	28	0.0423	0.4952
LMNA	TOPBP1	3	28	0.9519	0.0300
MAPRE3	TOPBP1	3	28	0.0719	0.4730
LMNA	TOPORS	3	3	0.8889	0.0494
ACTB	TOR1AIP1	3	23	0.2639	0.3381
KRT8	TOR1AIP1	3	23	0.3687	0.2707
LMNA	TOR1AIP1	3	23	0.9998	0.0000
MAPRE3	TOR1AIP1	3	23	0.1083	0.4420
ACTB	TOR1AIP2	3	5	0.2764	0.3310
CTNNA1	TOR1AIP2	3	5	0.1152	0.4363
KRT8	TOR1AIP2	3	5	0.2619	0.3394
LMNA	TOR1AIP2	3	5	0.3135	0.3081
MAPRE3	TOR1AIP2	3	5	0.0956	0.4533
ACTB	TOR4A	3	5	0.1169	0.4352
KRT8	TOR4A	3	5	0.1989	0.3788
LMNA	TOR4A	3	5	0.5728	0.1669
KRT8	TOX	3	1	0.1850	0.3879
LMNA	TOX	3	1	0.2714	0.3343
ACTB	TOX4	3	7	0.7443	0.0945
KRT8	TOX4	3	7	0.2180	0.3654
LMNA	TOX4	3	7	0.9138	0.0418
MAPRE3	TOX4	3	7	0.4044	0.2520
ACTB	TP53BP1	3	43	0.7323	0.0987
